Cover_Thickness_mm,Reinforcement_Diameter_mm,Water_Cement_Ratio,Temperature_K,Relative_Humidity_pct,Chloride_Ion_Content_kgm3,Time_Years,log_Corrosion_Rate_uAcm2
50.225765623167604,20.079482588724538,0.3998751576827743,288.5094353307099,80.69577945890615,5.669391590995098,0.3498135537042525,0.135405510368267
50.0124833783962,20.259183902773785,0.3965532762730281,319.91280813342416,79.88025225507667,5.736852858576693,0.35099273525780506,0.4304835212782994
50.18414667379055,19.984085504138058,0.3901817648841433,304.96532689918666,80.22600396494903,5.837958308114335,0.35427258816554746,0.3220842238065319
20.306577821374354,14.12760933614312,0.6287464056835118,331.69133549186506,75.26929587327794,0.2328134277288199,0.2990073711758571,0.5492773875072823
50.654858872821876,15.905635766269606,0.41412365924647776,279.80189984782726,68.46854014324207,0.7750845616062656,0.9913788835486018,0.07325139110719055
49.32526166877618,20.245700052323407,0.3961924775316503,310.8826899243817,79.8665185482711,5.83638932455702,0.35237720982110476,0.388658667757655
49.85012371739073,19.82161883051569,0.39060908795258287,302.32488276515625,80.53589123526527,5.820792930942637,0.34666695454204166,0.30010533319080446
51.22133679399996,15.932298782789092,0.4478634943190638,293.89696557862277,70.16554000008178,0.30692674655715013,0.9990074428548251,0.053541714794879174
50.302983949075276,20.184426414749822,0.40245041288235417,313.1713082182535,79.49060613240773,5.87415068676459,0.3509581226734212,0.388658667757655
50.53637138453219,19.91535055401537,0.40223254671236214,288.8701349315317,78.83465622069184,4.282502604073024,0.3465790491938988,0.28292150892928913
30.802346541343194,20.33066646987177,0.41323834334939336,303.2019680767507,79.11204352803081,5.84616545536769,0.3511737439098326,0.3576751435722707
66.34622565977652,20.098957309557257,0.46186074656103354,287.62567035044276,75.77196177931694,12.041785157954495,15.831022529678119,0.07510840013015994
20.220179808748302,13.928714480837936,0.5376092886102208,287.3451716212479,94.63833429523034,0.20999980167823676,0.2983233837737161,0.5013817706313266
70.38901681453997,16.033052713192472,0.41891969899511133,295.29310192400914,62.40692440313099,0.7846633744597918,0.9103799362544882,0.06952699548399605
65.00213012870798,20.42672432553207,0.4390430630861906,285.91784823742216,74.45605271481423,11.855929817327254,15.668211466793515,0.1906211860545892
49.989301449549465,19.937737572660065,0.3964426772912295,316.1933399927371,81.23786347434316,4.258234443841914,0.35304818069395344,0.28216764591119936
50.88692419218505,20.006405071810114,0.5036107901408243,298.4968267898049,79.95717664373939,5.928416246588622,0.3451330471869608,0.18979439876217294
10.095319611591531,13.898326513761377,0.3415583693789605,311.7261629912718,85.75264775282672,0.21431220245766253,0.3060319160876343,0.5031972011962382
51.903665796918965,15.68007472900192,0.42182223204089264,297.5206978512675,70.34934694150003,0.6224881263166735,0.8969304594380769,0.08984161807615415
50.865865387873136,20.25198352159486,0.41125405561222134,306.25078272682754,81.60456245449267,5.764321440456916,0.3482420078524306,0.14323503463665888
20.34008879254747,13.812583612601516,0.3534607728708408,324.22372145465033,44.01288846189962,0.22937103283411975,0.29589826195289826,0.2468608591812206
10.115539068642065,13.803989889018455,0.3583494600580886,316.9170785791106,44.084210073327036,0.21349972273239418,0.2963339314529766,0.26390231183523766
49.50433091774899,20.27687853682027,0.4073577883925891,298.7147340728128,81.21526103993597,5.628185486648989,0.3545364429633378,0.25309140407937597
48.6109300366931,19.4370893911661,0.3885251726737745,294.203124271442,80.83050798892755,5.789365384043695,0.34756861694475816,0.1612689986595899
50.820891011692055,15.791582525768069,0.4163029072904802,301.35072442178983,69.23385948705064,1.4231814530930889,0.9920338213621633,0.08158090865098433
20.155927102891667,13.594899107271653,0.3502418151216669,286.53180136695966,65.77727366517287,0.1397438515078526,0.2984130163161656,0.13889286918825905
50.29499346063725,19.759368329254773,0.39090780078272414,289.9831661480868,79.10744260320686,5.661609952497673,0.3520687029264683,0.30232508828667787
50.22363137111922,24.725826045607725,0.3919757144350374,299.1200537631517,81.67913256278773,5.75607348171665,0.35846617666568215,0.3893364036848263
49.779474069798525,19.989928017977213,0.4150454911288492,298.2326873856299,79.54139667851348,5.843071219912776,0.3496893111996419,0.30232508828667787
68.30150188172604,16.2931210629734,0.4164287018107468,288.6342880027487,62.820086918767934,0.7488341167287272,0.8861832154338114,0.06297573812808376
50.43666543814821,20.268833400977073,0.4040741224344697,303.9415907884677,78.57342419602311,5.70909541110932,0.351116769292863,0.30010533319080446
50.253376089738744,15.978193065461657,0.42484245956918315,281.9145097857337,70.66840947790767,0.7625239774005914,1.008289413097394,0.08158090865098433
64.96136771981571,19.354824780810006,0.4553141180522981,283.71393607517206,74.6778732763111,11.849998221027628,15.796710849316717,0.07325139110719055
50.893500845887964,19.834949815755422,0.3962384967990029,292.24392372304067,79.97005186013283,5.674588901874162,0.3556198179735376,0.09531108889482073
50.49745344922035,20.202412019149428,0.5141392130811877,312.7294898585057,80.1867177090169,5.816740669570829,0.35126894233521583,0.31481146976677443
20.074779691575454,13.848740965624213,0.5538463702097549,326.17933827958586,75.75964173460761,0.21280529448978291,0.2974180686441887,0.42983311517433437
50.68479321095917,16.237352062893322,0.44028017298827105,307.9026939934884,71.22879599641101,2.4431285251727406,0.9100843059919981,0.16636238395491756
49.48734663764055,19.90330058782549,0.4046323856574855,308.4816889944894,79.51699692473439,5.667446273512339,0.36168223479080674,0.1266335319902466
50.90770110125611,20.605739068318407,0.4022157118527554,297.12198690183374,78.75297269426488,5.839582872273382,0.34245703863352545,0.26313396816958085
51.756979301432295,15.88919116667146,0.41386785469315646,305.47862431614936,71.2350404021602,0.7924288194532003,0.9067467870816334,0.1371507099864351
52.239868582587235,15.780696568820384,0.417812751509167,290.1526974584246,70.486264676866,1.399178942665769,1.0016361112116856,0.08892712410706623
49.64193889764098,19.915896260131216,0.3962076540819379,297.42637626766856,81.28776285265316,5.926998283856415,0.3517037543206527,0.3038021923387719
52.146216005315544,16.077289485608755,0.42490496573245407,298.345455921354,69.08571608758798,0.638674018458601,0.8880695628842974,0.11064741534181063
70.88553886371452,16.178225260228498,0.45336135548215245,287.8907432396963,62.83045932395872,0.31375675740051656,1.0174668669127807,0.05826985151975719
49.670442167562875,20.329475440717722,0.4046394510938913,289.46192480891995,78.89570414575397,5.707648549087948,0.34569859871552383,0.2287287251527422
50.072219772276874,20.223579369321655,0.3997533691831072,294.7562435793113,81.02993139177514,5.696410358082023,0.3491501984497665,0.31481146976677443
19.986623012889396,13.756371802666632,0.5503800408984483,310.1567579096714,83.55839212661364,0.21399110058073081,0.2981887417175402,0.48489285750284344
50.491112910316765,16.49157350417019,0.4061597745332886,295.27915413488705,70.21074782782213,1.4356491082935232,0.8918467177702654,0.14928256404182624
20.113554173928673,14.020942497494048,0.6381079558079646,298.6318951387059,56.624431416236014,0.2300684663287113,0.29653980601780877,0.3435904136096835
50.92780773516813,19.859805333047987,0.4018425816464739,321.60246604086205,79.7053665635707,5.858603755037361,0.3613024026923432,0.3414604888640534
51.63788153027718,15.923062053421823,0.4460939272892718,300.1818142883726,71.48213756487522,0.3029754231628209,0.9123874981452949,0.5423248722205415
65.17626668593788,19.891418682681238,0.4440485848285222,280.6976785474931,75.99867595880112,12.218578564121124,16.196450322621686,0.11956012236869192
70.18022487593342,19.916134568356767,0.40199392004087386,301.8269541236917,78.81799380879276,5.826822454638075,0.34977977771487695,0.35276802184815703
49.33134241044365,20.369868675085282,0.4047855259827915,303.2833498417958,79.65023987254023,5.810458539146705,0.343557419436019,0.30010533319080446
71.67169754737964,16.137666539819513,0.4280106246393133,286.70634711657175,77.08121667373327,2.456496059838848,0.8990233239504265,0.14063199854909883
48.917344350818944,19.75057382157984,0.4003979432272191,322.7742130308052,77.76017404253258,5.81514202810762,0.3472473621837116,0.31408127676623493
50.53607452227189,16.06685484878602,0.4349521361361275,309.1414895454311,67.5539184180662,2.473556159393995,0.9943880681927822,0.1906211860545892
69.9548547531792,16.338302955320383,0.41434944388678757,293.6568109962383,61.93429005047766,1.4186157934491028,1.0141655853617126,0.08065882552625406
69.57580866298744,20.295804431570804,0.3988867149213018,314.7871167111542,79.31076740125593,5.734530090710902,0.35449237628864244,0.440189188081346
52.26637253722539,16.129788675861374,0.4275847248418238,293.6424247899141,70.52382400657677,1.4279705289713394,1.0172750839801872,0.07973589137946144
50.949794547274564,16.109657195641145,0.4251269202575077,281.3993563969466,70.59052118851368,0.7856473669234706,0.9864887715974668,0.08158090865098433
20.28015198072938,13.822674769095883,0.3439968141755176,319.7090569372692,85.87561099008455,0.14314370107057917,0.30129697154391066,0.3940677374644011
49.85422734238405,20.069197534110486,0.3900895872846324,296.17591655725545,79.69593457872784,5.731455620009561,0.35419497216841905,0.2986227543296027
49.840754708427305,20.04576680767363,0.40084760428057153,308.97176247142795,79.71559617822963,5.750670564387099,0.3557908933767885,0.2468608591812206
50.20141018902684,19.27017295092949,0.41068729177170654,295.3971051444443,79.11267580979651,5.675655645910573,0.3442185270519,0.30232508828667787
71.67883690225196,16.262099744464237,0.4212376158381328,292.0918127148757,62.78277696988371,1.461886783819449,0.9812700333414488,0.07045939561457634
51.38873450751588,19.933777029617193,0.4011830851118873,300.30214252874543,77.92502208093094,2.762095628365504,0.35324794361749867,0.2151121860682332
48.95205489692729,20.26918469023699,0.3991797620871452,322.0149264931314,78.66802320818405,5.652393373616152,0.36274636942759464,0.388658667757655
30.197870327769007,20.07624357531068,0.39063324484265144,304.8963486290468,79.34230526463652,5.980576601652867,0.350029890876272,0.3074854350418079
19.638201386604663,13.69108214571686,0.623461998017235,297.92292034911367,96.23285675828701,0.22838613931908178,0.3068275813912555,0.5364939553097191
10.06587185461033,13.885752968513133,0.3546705715446659,305.4526774203286,54.04756613209285,0.2131194763439093,0.3053518636515304,0.3067498710039088
70.23522694671847,15.894885879146226,0.4405456311069667,288.2172938924656,75.22632886351303,4.922146777888963,1.0001038503999766,0.24059125108114338
49.15894299432172,20.082816631563986,0.40020642337693274,303.0600826499119,80.83609008254102,5.746180618977213,0.3423677402171242,0.23111251461386534
62.717042453462966,20.127287285505577,0.45224424385908885,286.53901877617716,74.84417015119101,12.333686703352571,15.89512941322146,0.1906211860545892
20.81518181063415,13.982851358868883,0.5483725238893857,284.3607046086486,65.11586146686236,0.21979454561524522,0.29602135660299106,0.18148871007338638
50.22613303414717,19.312971273274776,0.30640885234598014,300.3023222616129,80.1141877509551,5.661841988291086,0.34407226524134094,0.3038021923387719
50.151516851237396,20.26710792310687,0.3899492319680329,300.36153846051917,80.63383997396726,5.776762778041741,0.3526799259272568,0.285179694113079
71.3131442868864,15.768947355789543,0.4254535114532063,284.34451886547436,63.58117024397191,0.361113746818522,0.9095536261714512,0.048791116549930874
70.23331904844618,20.680434633007685,0.39960555818121907,299.62827732471465,79.31199214916111,5.8092629987248285,0.3523349639565906,0.3111551612373873
65.88897941823164,19.955255122480203,0.4544464482843688,284.9733342976669,75.25776823119038,12.231383610687699,15.816878438827334,0.062036330768635045
66.00780222624577,19.836239828497007,0.45074738492892763,290.87027075663474,72.2140095235292,12.110918364808494,16.015215546916505,0.22314435131388974
49.52174520263121,20.232045467360493,0.2983345273206617,311.0500156925854,78.81820359075238,5.8676820062958015,0.3539693646688727,0.29267036023119825
20.158740232841662,14.594996385031909,0.6445192845442039,323.66926706252997,44.9469416806101,0.22387232276949537,0.30011944079949743,0.26926425086941147
49.0619831864778,20.31396547747746,0.4024202789205979,291.3946475136905,80.68440490934705,5.848073001648182,0.34880593859099024,0.29713797416431054
49.26948894564635,24.934374624803137,0.405401698355048,291.4462563018128,81.44807865496102,5.819493959017058,0.3496023403254369,0.3155411299745138
50.877433512058424,19.86058551619156,0.387214136006169,292.08659128086623,79.21006796685657,5.865431851120782,0.34812971036653084,0.30232508828667787
50.80228422324385,20.35689967531401,0.40629955849579347,306.27042540203695,82.6060481729928,4.865367796100553,0.34942742861459414,0.2723153569349921
49.670343586581545,16.023923601405528,0.42792350787049915,304.0775394739517,69.08180976700129,0.7765307271336681,0.9073610728056871,0.10255749085176061
19.52005985800372,13.914583216183136,0.34706356282636996,279.1549728982764,65.32709983923763,0.23334163261184085,0.296093545034605,0.1980316708433427
50.53377012490384,16.04019371050975,0.4130247553944132,297.4411454035972,70.70027951990849,0.6267256606601884,0.9145065239887837,0.09894085365159477
19.59746856216777,13.972348756119576,0.35681220705395056,337.11586805588985,75.11747089025617,0.2285365121028554,0.2925135643377581,0.42853103250474633
49.25299414732676,19.921459965360015,0.4017175479065562,307.34153410750736,81.28794242525716,4.094127966027782,0.34964005740871207,0.41211031307826934
69.40950756072444,16.547520364901057,0.4223062053334688,289.49300003818746,60.91100051652035,0.36038154684529583,0.8964764875053978,0.05543565296144681
50.52108338917527,20.323617200399447,0.3941323542322628,314.38628606710876,80.30781906612441,5.866873428683371,0.34839063464580433,0.19474489983744056
49.7860326311561,20.688963688986846,0.40119440810222784,315.63069187875993,80.15345420098143,5.927459361718145,0.34551386221183306,0.32063389828060845
68.96376283279011,16.115630002231292,0.4218467366956197,291.6130917201568,65.09333529902294,0.3561815360171509,0.8932135901857474,0.053541714794879174
69.23123133347914,16.027090073051408,0.42288454316131474,293.45245446684237,75.3136009097314,5.0262803473503626,0.9974619066738851,0.24059125108114338
50.565042594739644,16.51137609462792,0.4182178653388064,303.76733744841835,70.40102367322103,0.8125875764615638,0.9086949133870538,0.159565422185894
71.79803693956194,15.790004843065626,0.4402229349916054,294.6922395589359,73.54038305823197,2.474260026423546,0.912789975909522,0.13627849089251615
51.368420738370155,20.13711051992706,0.4056867260743875,303.98135963013516,80.76853934597837,5.596001422933569,0.3487088531602754,0.3442993815876476
63.780998026205786,20.170655780726754,0.4584290113355111,287.70734741122175,74.41130717679707,11.999593551070165,15.981358723092368,0.05921280213847072
49.65181725459325,20.17702690706303,0.3996544734729109,312.17308644694845,80.84965746747771,5.690412118986303,0.3522035793638846,0.2911767090899129
49.22059065738673,19.83696446847411,0.4049721391973374,305.60922428708204,80.93067288868471,5.875266822160513,0.347184138399017,0.30010533319080446
48.42277364504952,20.093997021708812,0.38640434138484214,318.4390553018343,80.90929255074359,5.745167829757472,0.3563252862277401,0.29267036023119825
20.00183975596164,14.027665744224175,0.34831617888985855,287.2581406081221,93.84330920186504,0.232048999512232,0.30476309994501655,0.48057319902396844
48.52080991865655,20.48957662821531,0.39685706998591186,309.55202225970936,79.62855946479074,5.66705118527355,0.3535268927390939,0.31481146976677443
51.49700864330102,15.984871398416736,0.413760401547087,300.5234424765696,70.030868940706,1.4451994512368156,0.8800452408281954,0.10616109510856182
50.70428075951552,16.143423262053687,0.43308526522011476,302.17030233859845,70.24016601352031,2.485912645155788,0.8847076489961738,0.25231470561446473
50.01218476495076,20.115530768482234,0.40234941378993994,312.81365012558985,79.59768464350336,6.5153800035753315,0.3479712974177473,0.31481146976677443
20.069717074547935,13.83213640278603,0.3527110183753595,298.4498345301332,54.953569636848236,0.23391423667637812,0.30517167433475634,0.2546429935670787
64.73645251619332,20.712271369474223,0.4541076730212054,289.83588243112274,77.02417398949245,11.967131342286317,16.510065809692826,0.04688454009686846
51.24216130074442,15.535481683709392,0.414774731546957,282.65885339465615,70.68751085555255,0.6254638448137693,0.87997437129895,0.06859372517199187
50.58357805162201,20.332681313141627,0.39496512566245706,294.9905403705954,80.57522013962027,5.739594583830566,0.3435953518216902,0.3667249727921867
19.970752299074743,13.762715402807043,0.3501889923011894,291.78184698889135,52.507452282818164,0.14098295645266512,0.3081025681716034,0.22314435131388974
64.17848582578507,19.981199076712056,0.4469833969208062,288.7117400904166,75.76645661061605,12.138659323725514,16.01848640369787,0.08434206755097555
9.855161443257153,14.276834279407474,0.34933402795678714,286.0293912882729,91.29003068954204,0.21450807486136536,0.3037069218940748,0.3906904991157676
20.307033370737322,13.70525758873514,0.348189035368153,318.25025890023556,87.84582189200987,0.22990698750870334,0.30133537081999723,0.5833328725882974
49.61072089111441,20.20780274024121,0.41122822498832623,290.45859253378535,79.72307202258013,5.758710546083854,0.35472084003146165,0.30232508828667787
49.90999989884095,19.560617539644383,4.037531102620368,296.65882652140954,80.47492958230102,5.804816009166779,0.34623039566261177,0.30232508828667787
49.157963086750215,20.11468129685686,0.4026686013530447,308.93947439789144,81.23743378455464,5.750687069795907,0.35116825560164877,0.388658667757655
49.93483123917527,19.544067884866546,0.4076928415398935,312.7349543074343,80.88783743745532,4.1927278683485465,0.33772489126151445,0.3852630810625224
19.80780915927394,14.024285952879326,0.6260632023408848,312.5109637502248,86.76734225635795,0.22655320043251412,0.29284934263514645,0.5098257240328274
50.72139285905218,20.003299867677388,0.39698210090173897,299.9861770668965,80.42227801246537,6.568748626714609,0.3541672662129734,0.3220842238065319
49.61866707516384,19.94704468436946,0.3996482090035509,297.5420618046079,80.75253576964693,4.14020913887714,0.3430971314089365,0.39541544565510955
49.05350737265395,19.83627807340492,0.39742681420854997,302.5933496847608,81.92331446466669,5.717594088907548,0.34732059583143376,0.24294696292380738
50.09269403752826,16.07427955294218,0.418513058057005,279.55742932320686,70.44566146614841,0.7679516226322696,0.9875172995508631,0.08158090865098433
50.26543451171984,20.106581674389588,0.3979051558449218,294.8578472931397,80.6006806671691,6.486493645835179,0.34983213642288413,0.2889320409156027
19.559921741423768,13.76058855470179,0.625118891375281,276.4315534335135,65.2962364721499,0.224686719004413,0.3093311862619052,0.26773519975273324
64.79560241091292,19.95422212618519,0.44421339918000374,296.88358326181907,72.64267741136226,12.337931853375908,16.219820205385062,0.08342252810185069
69.56442805248795,16.33709394426427,0.4213717998262687,288.94863253812485,62.47751864931742,0.771074848455537,0.8964769287254422,0.06391426382951673
19.885564982459385,13.923606940016953,0.5635953053645198,302.5351856809152,54.23825155374829,0.21911422339155825,0.2986319412641881,0.2889320409156027
50.53208462187995,16.399766874415924,0.44284461810566567,305.89025118564984,72.05207962539512,0.30829483994000095,0.9146399329626625,0.08617861367182415
50.07409248937814,20.504455611375242,0.39858279836924726,301.1381860884698,80.59920402073787,4.851458728945341,0.3552391795006393,0.26313396816958085
10.060663998763616,14.215431723936586,0.3519956761455906,345.0889411366503,74.04572694529418,0.2181086398571605,0.30580899224058405,0.5164105987184245
66.15865350222434,20.33842940196994,0.4592457101673884,292.1762980499325,76.32272775601973,12.472118357259179,16.142213517001906,0.09166810093416668
20.38397367733037,14.148554004020355,0.34719142218129384,293.86870157214804,96.0808670489598,0.14547001850662541,0.2930577383789988,0.22713636939617873
51.26703381328204,20.278374376423685,0.3945570886681345,301.4261496347744,81.02799951403588,4.229566725344662,0.343259043916311,0.25153740342010195
49.91711493641368,19.330570786262406,0.3953194635659919,285.77548023459167,79.84901799947357,2.759680726451468,0.349906662150767,0.2646700656021219
50.4018700430816,24.643936057482932,0.39893424178702613,306.6469244330195,80.45443570241551,5.772280519585147,0.34943521572458763,0.35417251547475354
49.92134381305179,20.17364298323926,0.39507179378455815,295.1315375845825,79.75904658186506,5.861455694472546,0.34627937193832775,0.135405510368267
49.98994170175639,20.0635634658985,0.39667579648609813,311.1416792359165,80.23891323719806,5.795016289077672,0.34557357786877735,0.4304835212782994
50.36036647842238,20.197769671587217,0.4002811429606114,305.1027095871943,80.00566319024526,5.72948964288928,0.3549153131572938,0.3220842238065319
19.837026372420464,14.164555539355739,0.6306440824664088,333.16787543971367,75.2749592224298,0.22930648024400394,0.29792390016545933,0.5492773875072823
50.7722785944428,16.012051976454472,0.43225886453026147,286.16261498640483,68.45448418508761,0.7877254814684714,0.9903678660349533,0.07325139110719055
48.83234493101577,20.433769687837078,0.39478755503017926,317.2209566081314,78.81113475061707,5.88206429762159,0.3480764891514881,0.388658667757655
50.15440677486714,19.966974755534668,0.3998933283274463,302.2833964491655,80.53365042625518,5.812839520323832,0.3485917518426473,0.30010533319080446
51.10127077398177,15.97483936562608,0.44585291982048997,293.1982807332249,71.26627289622311,0.31086779205989395,0.9941491851047815,0.053541714794879174
49.741326992208926,19.975846786480947,0.4004537605362809,315.4162064132108,81.54512566237108,5.7098558392867815,0.3435103149660069,0.388658667757655
49.85012628849072,20.190697020092255,0.40972931053801864,295.9476907630786,81.61556755441971,4.2531872989157895,0.3545932434379803,0.28292150892928913
28.7784764163866,20.736297742142177,0.39230285553461225,306.10447826721355,78.87289001265853,5.770657454569644,0.3510368573407678,0.3576751435722707
64.12902715994599,20.272600560380695,0.4491067481298071,291.2732468433813,75.36021319301408,11.677244356738749,15.877273986135155,0.07510840013015994
20.24497704150187,14.00554636324714,0.5495052939341563,302.3453611921411,97.12006152056637,0.22484812164377616,0.3031973281942063,0.5013817706313266
70.72412345975211,16.346726481953713,0.41435975411452824,288.0236045883817,64.21379511466299,0.7847807339543601,0.9087425311127827,0.06952699548399605
64.49498403738747,20.29552651141429,0.45877248783022223,292.18309823148877,76.58628581983183,12.550124104334808,16.43861835608695,0.1906211860545892
48.96175709268833,19.769771567574054,0.39793430028383403,314.94211292007685,81.35017098835463,4.401151724315555,0.3577363503297578,0.28216764591119936
51.43667426205623,20.54975736478481,0.5022634969176855,300.0817831300428,78.33345557790689,5.906503024522149,0.35908468589073517,0.18979439876217294
9.445706916052396,14.276495523216294,0.34891917064685846,308.8440052154694,87.2046583990008,0.21920507169250633,0.2956687875255787,0.5031972011962382
50.491454308908814,16.26524884559187,0.4199190043214821,296.70127043589525,72.53885496001283,0.6228182746466535,0.9085132429043045,0.08984161807615415
51.749027314281015,19.853703914393673,0.398438815755261,310.7996227731085,81.05776495751208,5.914554110101269,0.3393682478181248,0.14323503463665888
19.976147243666425,14.216677587782396,0.3497202852330583,324.391469639375,43.94133500631385,0.22499642911295936,0.28453990276283625,0.2468608591812206
9.907338500054193,13.71991900860778,0.3516061245619522,326.34389160265334,45.12481339561176,0.21322472993186448,0.2876523866508479,0.26390231183523766
49.72395089489613,19.447870637187002,0.38991681330069916,289.66577794033054,81.16733152399695,6.015500935377061,0.355389452275641,0.25309140407937597
50.03639702439683,20.222556239305497,0.4046919118096324,289.03530783357445,79.23800567369673,5.997538847436844,0.34465795179886943,0.1612689986595899
50.262586330598104,15.737304378236956,0.40747762537097604,307.1697348240674,72.12125903521098,1.412906254916504,0.9958785436853796,0.08158090865098433
20.193631500122606,14.690229490052111,0.3452579034708735,277.0592894743569,64.05453743410055,0.13837776442016575,0.30036240279866777,0.13889286918825905
47.13076425448052,20.097178400205703,0.40466429023541217,294.9413796005389,80.92520124567844,5.753500057109115,0.3396378620714012,0.30232508828667787
50.00893766790089,25.202035698479474,0.3972152739205,310.77802841974926,79.07008620565051,5.7570312949676286,0.3504944150552606,0.3893364036848263
51.82605298339888,20.124433039217298,0.3941670257889651,295.04853812735047,81.21732442380618,5.774922924095174,0.3457969559243619,0.30232508828667787
69.02958175375866,15.685395544393906,0.416132376795315,287.5471665409342,60.886540779466685,0.7979432024597649,0.8953214674828042,0.06297573812808376
50.89801121555567,20.00492445227874,0.40120423844984776,302.3964494879488,81.06876887531249,5.880226136362209,0.33824103431481306,0.30010533319080446
50.41634941932215,16.115631959067624,0.41751537601491917,277.0320126152893,69.37166628019963,0.7740916305688121,1.012876268563582,0.08158090865098433
65.60985641413376,20.137191747322877,0.437754107527192,283.97367807659083,76.10717007684669,12.67882448476692,16.189272936742363,0.07325139110719055
52.504072995757475,20.562017950269063,0.4107602768013,302.5265028579278,80.86909718923634,5.556741061729726,0.3603975056792146,0.09531108889482073
50.4496826034142,19.667970054839166,0.4938642758967435,316.48288409662456,80.26062338592978,5.6707456251014,0.33243810764451853,0.31481146976677443
19.373469868487668,14.19447017627614,0.554460837080295,330.8574754488212,73.86634221737603,0.2179777567208554,0.29406168841078933,0.42983311517433437
52.462599379759254,15.73011627457399,0.44660613097719587,294.94775919382465,68.89360692797598,2.444185086999919,0.8961518892919947,0.16636238395491756
50.02677412979275,20.885270858410006,0.3978414427129906,304.0594382583574,78.22295960564391,5.802235678287384,0.35408600346590746,0.1266335319902466
48.945332940573664,19.642281150892394,0.4011877545017729,306.9025732921852,82.76571125935149,5.801600886599089,0.34502333815581016,0.26313396816958085
49.992141011765774,15.842751122711793,0.4279244658194151,294.9506162991455,70.8448709985797,0.7915449874261261,0.8704477378570863,0.1371507099864351
51.79317283993492,15.93650513330753,0.3976452157128927,296.61761820430377,69.62262428133447,1.4745026443094549,0.9866248315238192,0.08892712410706623
47.98468317178557,20.503609812562765,0.4159209162929407,301.17926993913926,81.19386234248118,5.902847393145691,0.3364551556024512,0.3038021923387719
48.403359310947934,16.17448704186766,0.4124613460807692,298.42367719042755,68.50805938536014,0.6077208835262105,0.9014682442094492,0.11064741534181063
71.81773717241337,16.28583148202252,0.46304376962475585,293.33634884331974,62.95872292702205,0.3054219205440595,1.013672029336063,0.05826985151975719
51.04674784465213,19.76136635816917,0.3985294560698074,289.1727316899261,77.76074744681586,5.724037841934797,0.35515353750169126,0.2287287251527422
50.774844757614424,20.330667860395806,0.4007005729966194,294.4912256113234,81.86264570996408,5.776369030865513,0.34178968990721315,0.31481146976677443
20.51612377985351,13.983088367972861,0.5580487899167609,296.5152347294188,82.85952433413588,0.22224528894005896,0.29565677506988935,0.48489285750284344
51.521493356505516,15.664337891091792,0.41385815039411283,287.24682803534233,70.55962073443784,1.4438891364307562,0.8687301275621646,0.14928256404182624
20.155001255597305,13.677426269649883,0.6302502163570928,306.64951610639224,56.274557060604835,0.22411333656172117,0.29882077929022166,0.3435904136096835
50.26311689954368,20.00777108872046,0.401402470064257,311.6522080711039,76.67363449648879,5.9457202272275635,0.35142194684255007,0.3414604888640534
49.78374891418212,15.925693899472913,0.453224740675849,307.86641958880347,72.50443585159118,0.3117169222251795,0.8776744425830374,0.5423248722205415
64.16729557273628,19.72998877928946,0.44206699658434007,290.7269805088113,75.53874940300506,11.971949758674002,15.796907316565129,0.11956012236869192
68.36865217670889,20.020940216167673,0.4084162445092367,321.54204936215336,80.40202575657487,5.700106885824235,0.35416876184494517,0.35276802184815703
50.16368937022874,20.139985632691104,0.4046931913899352,303.287856807647,80.23277430846025,5.990225319052226,0.33794884666568276,0.30010533319080446
68.88060060783913,15.771343280432198,0.44220635716824713,292.4804866640275,72.69800897246435,2.4280089511604315,0.9125375814607979,0.14063199854909883
50.18968347484878,20.440541088866038,0.39076149647775954,325.8522522887635,79.60379231575914,5.660725389400243,0.3598172876587975,0.31408127676623493
52.556618710456,16.401988441622994,0.4435015605655531,316.9740371564881,71.5942959518317,2.369244321682582,1.0310611988764908,0.1906211860545892
68.4732717600982,16.1051623184128,0.40558633661678634,296.34793244910287,63.15726988629021,1.3899566274240056,0.9831433498921868,0.08065882552625406
69.67310654128815,19.954693433206455,0.4200677626967614,319.19286539643394,79.79197443794314,5.9493352978319605,0.35844046631106363,0.440189188081346
48.979899164189604,16.451261213744857,0.4130307762251969,310.1514241152011,70.58714709070864,1.4399874076194048,1.0030778989136244,0.07973589137946144
51.914766840413556,16.2209297180745,0.4198906754419138,264.9363593474769,70.20330155326084,0.7608158942013027,1.008699109589707,0.08158090865098433
19.957081869444735,14.22092956947738,0.3505649724470111,309.2690542272694,82.22088792866472,0.14002319502375596,0.2987950767904568,0.3940677374644011
51.383138281503925,20.141899299692962,0.39874936423887325,299.5437772329629,78.65899121197694,5.652760743997514,0.3506116964342241,0.2986227543296027
49.29851719508606,20.197661755211133,0.4071297308126333,294.8959347137971,82.64483646309203,5.768999801138018,0.3427702120056107,0.2468608591812206
49.586773597422344,19.980692511474878,0.40483533627914925,300.67261545349453,79.88322966245698,5.762713163164973,0.3436382353146374,0.30232508828667787
71.66055062354322,16.223081738725565,0.4129303136510923,299.4270611613973,64.5290287612371,1.4247275554270449,0.9737287897257078,0.07045939561457634
49.460512670364146,18.94072558209175,0.4033295139734241,294.76385071458316,80.78858659128858,2.7762066199810977,0.3422015992220757,0.2151121860682332
49.54824230867595,20.512441019787158,0.39058070777416193,307.4311091019877,79.78635279926189,5.809181677016299,0.3639090158016215,0.388658667757655
